,nexus7-2013-amiyoshi
70603,90.18948364257812
70687,122.273681640625
70887,126.23158264160156
70989,122.52632141113281
71189,112.08421325683594
71290,86.40000915527344
71491,243.1157989501953
71592,274.4421081542969
71792,268.8841857910156
71892,266.7789611816406
72100,271.66314697265625
72193,274.4421081542969
72393,269.3052673339844
72493,267.6210632324219
72694,270.1473693847656
72794,272.5052490234375
72995,271.915771484375
73105,266.1052551269531
73299,263.2420959472656
73500,268.37896728515625
73607,210.69473266601562
73801,218.0210418701172
73902,151.0736846923828
74108,135.4105224609375
74202,134.39999389648438
74402,130.44210815429688
74503,124.29473876953125
74703,132.46316528320312
74804,256.75787353515625
75005,273.6842041015625
75137,270.7368469238281
75306,268.9684143066406
75409,269.97894287109375
75634,272.33685302734375
75711,274.1894836425781
75912,268.4631652832031
76014,265.93682861328125
76215,272.7579040527344
76317,274.3578796386719
76517,268.54736328125
76644,263.4105224609375
76819,224.50526428222656
76924,220.46316528320312
77127,165.64210510253906
77223,134.56842041015625
77424,131.28421020507812
77524,129.43157958984375
77724,124.71578979492188
77825,121.76841735839844
78025,203.28421020507812
78129,267.7894592285156
78326,273.8526306152344
78646,269.47369384765625
78727,268.631591796875
78928,270.6526184082031
79028,273.178955078125
79229,273.93682861328125
79329,268.631591796875
79531,267.11578369140625
79632,272.5894775390625
79830,272.5052490234375
79931,264.0841979980469
80132,250.69473266601562
80238,202.52630615234375
80433,194.18946838378906
80539,136.25262451171875
80734,135.57894897460938
80839,128.5894775390625
81035,126.65263366699219
81143,124.88421630859375
81336,116.54737854003906
81441,266.7789611816406
81637,271.74737548828125
81839,272.5052490234375
81939,272.25262451171875
82141,268.79998779296875
82257,267.3684387207031
82443,273.3473815917969
82555,273.8526306152344
82743,268.631591796875
82844,267.2842102050781
83047,271.15789794921875
83147,273.3473815917969
83348,272.25262451171875
83464,266.1052551269531
83652,263.4947204589844
83752,210.5263214111328
83953,213.05262756347656
84054,156.63157653808594
84254,128.08421325683594
84366,128.50526428222656
84555,127.32632446289062
84661,124.54737854003906
84856,124.0421142578125
84956,238.4842071533203
85157,273.2631530761719
85269,274.273681640625
85458,268.21051025390625
85558,266.9473571777344
85759,274.1894836425781
85870,273.43157958984375
86060,270.6526184082031
86163,268.631591796875
86370,270.7368469238281
86471,272.5894775390625
86672,274.4421081542969
86778,268.54736328125
86972,267.3684387207031
87073,272.25262451171875
87273,275.2842102050781
87373,268.7157897949219
87574,267.0315856933594
87674,271.66314697265625
87875,273.5157775878906
87986,271.2420959472656
88178,268.7157897949219
88292,268.54736328125
88480,273.2631530761719
88590,273.93682861328125
88788,267.6210632324219
88892,267.45263671875
89084,273.6842041015625
89185,275.8736877441406
89386,268.7157897949219
89486,267.0315856933594
89688,273.93682861328125
89788,275.45263671875
89992,269.5578918457031
90193,267.70526123046875
90308,271.8315734863281
90495,273.7684326171875
90608,269.5578918457031
90800,264.0
90910,166.73684692382812
91104,48.757904052734375
91215,78.82106018066406
91405,74.52632141113281
91511,57.51579284667969
91808,118.73684692382812
92008,123.62106323242188
92121,202.52630615234375
92319,273.0105285644531
92419,274.4421081542969
92618,268.4631652832031
92718,266.9473571777344
92919,274.1894836425781
93034,274.7789611816406
93220,269.8105163574219
93325,268.7157897949219
93525,271.4105224609375
93630,272.5894775390625
93826,272.25262451171875
93934,267.45263671875
94227,272.6736755371094
94428,263.74737548828125
94539,166.3157958984375
94731,53.305267333984375
94831,42.8631591796875
95032,55.07368469238281
95146,60.0421142578125
95333,63.49473571777344
95433,123.70526123046875
95634,126.23158264160156
95738,148.46316528320312
95935,251.20001220703125
96035,269.0526428222656
96236,272.5894775390625
96345,274.02105712890625
96537,269.0526428222656
96638,267.11578369140625
96838,274.6947326660156
96948,276.1263122558594
97139,268.9684143066406
97240,267.1999816894531
97440,272.33685302734375
97544,274.7789611816406
97742,270.56842041015625
97856,268.21051025390625
98044,269.97894287109375
98155,271.915771484375
98347,271.4947509765625
98548,266.02105712890625
98662,229.726318359375
98852,134.4842071533203
98952,44.29473876953125
99153,44.37895202636719
99253,45.97894287109375
99454,50.18946838378906
99554,71.15789794921875
99756,117.22105407714844
99856,126.56842041015625
100062,228.71578979492188
100170,273.43157958984375
100363,269.5578918457031
100464,268.4631652832031
100664,270.06317138671875
100779,272.5894775390625
100967,272.7579040527344
101077,268.79998779296875
101270,266.61053466796875
101386,272.7579040527344
101572,274.10528564453125
101684,268.9684143066406
101874,266.7789611816406
101986,273.43157958984375
102178,274.8631591796875
102288,267.2842102050781
102479,264.16839599609375
102579,252.37893676757812
102781,166.73684692382812
102908,72.84210205078125
103082,42.10527038574219
103193,42.35789489746094
103388,43.70526123046875
103488,52.29473876953125
103688,98.273681640625
103804,124.96842956542969
103994,167.6631622314453
104099,272.5052490234375
104295,268.4631652832031
104396,267.9578857421875
104596,273.178955078125
104714,273.5999755859375
104897,268.54736328125
105012,264.25262451171875
105198,272.5894775390625
105317,275.1158142089844
105499,268.21051025390625
105802,272.6736755371094
105907,273.7684326171875
106103,267.1999816894531
106223,253.2210693359375
106404,156.3789520263672
106605,79.49473571777344
106729,112.50526428222656
106906,116.29473876953125
107006,118.73684692382812
107209,119.49473571777344
107318,121.178955078125
107509,124.96842956542969
107622,161.17893981933594
107810,272.6736755371094
107935,274.273681640625
108114,268.54736328125
108215,266.8631591796875
108416,273.7684326171875
108517,275.1158142089844
108718,268.0421142578125
108830,267.3684387207031
109023,274.10528564453125
109123,274.52630615234375
109325,269.3894958496094
109425,267.8736877441406
109626,274.1894836425781
109728,274.6105041503906
109929,268.9684143066406
110030,267.6210632324219
110231,272.5052490234375
110342,274.8631591796875
110534,268.79998779296875
110635,267.8736877441406
110836,272.33685302734375
110950,274.6105041503906
111137,270.06317138671875
111248,269.1368408203125
111441,271.4105224609375
111552,273.6842041015625
111744,269.47369384765625
111853,268.1263122558594
112046,271.4947509765625
112154,273.8526306152344
112347,270.821044921875
112447,268.8841857910156
112647,270.1473693847656
112748,272.5894775390625
112948,272.84210205078125
113048,269.3894958496094
113250,267.2842102050781
113364,273.5999755859375
113551,273.2631530761719
113652,265.0105285644531
113852,225.6842041015625
113980,207.915771484375
114153,150.82106018066406
114354,158.98947143554688
114481,155.6210479736328
114656,147.7894744873047
114781,143.91578674316406
114956,142.39999389648438
115062,137.26315307617188
115261,126.98947143554688
115384,93.1368408203125
115561,29.726318359375
115665,17.178955078125
115866,8.5894775390625
115988,29.557891845703125
116167,176.75790405273438
116292,269.3052673339844
116469,269.5578918457031
116575,274.273681640625
116772,273.0105285644531
116896,268.9684143066406
117077,269.726318359375
117179,272.5894775390625
117378,270.56842041015625
117505,252.7157745361328
117680,198.73684692382812
117800,190.23158264160156
117981,139.03158569335938
118107,133.64210510253906
118286,123.11579895019531
118386,81.01052856445312
118587,28.631576538085938
118713,15.578948974609375
118892,15.073684692382812
118992,44.715789794921875
119193,249.85264587402344
119317,269.5578918457031
119496,268.1263122558594
119597,273.3473815917969
119800,273.93682861328125
119901,268.79998779296875
120102,267.6210632324219
120209,272.5052490234375
120402,272.5894775390625
120506,264.92633056640625
120703,218.5263214111328
120814,210.94735717773438
121005,164.29473876953125
121113,132.3789520263672
121308,131.70526123046875
121410,125.05264282226562
121613,84.37895202636719
121725,31.073684692382812
121913,14.905258178710938
122114,8.673690795898438
122214,10.610519409179688
122415,24.336837768554688
122515,208.92630004882812
122719,266.7789611816406
122822,273.178955078125
123022,274.52630615234375
123132,267.70526123046875
123325,266.6947326660156
123434,273.178955078125
123626,274.10528564453125
123726,266.273681640625
123930,260.463134765625
124030,205.4736785888672
124231,213.97894287109375
124342,148.12631225585938
124533,134.56842041015625
124646,129.26315307617188
124836,113.68421936035156
124949,47.91578674316406
125137,20.54736328125
125245,16.673690795898438
125438,12.210525512695312
125555,22.3157958984375
125743,147.28421020507812
125851,266.4421081542969
126044,273.178955078125
126158,273.8526306152344
126347,268.8841857910156
126448,267.2842102050781
126653,273.6842041015625
126762,273.93682861328125
126954,266.61053466796875
127068,264.7579040527344
127255,269.8105163574219
127365,231.2421112060547
127559,216.9263153076172
127660,197.64212036132812
127862,150.6526336669922
127962,152.67369079589844
128164,145.3473663330078
128266,140.29473876953125
128465,129.6842041015625
128565,73.76841735839844
128766,27.957901000976562
129067,25.347366333007812
129270,44.715789794921875
129385,203.87367248535156
129487,268.8841857910156
129674,271.3263244628906
129875,273.5157775878906
129990,271.5789489746094
130180,268.631591796875
130293,268.37896728515625
130482,273.3473815917969
130582,273.5999755859375


